Employee_ID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Phone,Email
EMP01827,Employee_1827,21,F,finance,Consultant,Bachelor,16-Jan-2023,25000,15,1,1,66,Yes,middle east,Wire,694.997.4549,employee_1827@company.com
EMP01828,Employee_1828,28,male,SALES,DIR,P.H.D,2019-03-07,"59,762",11,3,4,74,N,ME,Direct Deposit,405-590-2877,employee_1828@company.com
EMP01829,Employee_1829,49,MALE,LEGAL,ANALYST,bachelor,20/03/2014,60670,1,1,,39,Yes,LATAM,cash,(724) 720-1914,employee_1829@company.com
EMP01830,Employee_1830,52,fmale,Legal,DIR,associate,05-Apr-2014,46212,10,3,1,55,No,APAC,Wire Transfer,137-488-4644,employee_1830@company.com
EMP01831,Employee_1831,58,fm,engineering,V.P,MASTER,22/02/2014,$29741,21,3,4,51,Yes,north america,Wire Transfer,745-201-8610,employee_1831@company.com
EMP01832,Employee_1832,25,fm,FINANCE,Director,phd,25-May-2021,45.7k,0,2,1,58,Y,,Cash,515-687-1285,employee_1832@company.com
EMP01833,Employee_1833,42,Male,IT,Senior Analyst,Associate,2019-05-30,"41,166",23,2,2,61,Left,Asia Pacific,DD,355 941 4140,employee_1833@company.com
EMP01834,Employee_1834,54,F,IT,manager,bachelor,22-Nov-2021,30.3k,4,4,2,52,yes,Asia Pacific,cash,601.805.9588,employee_1834@company.com
EMP01835,Employee_1835,21,MALE,Engg,Consult,phd,10-04-2013,85.7k,20,4,2,56,Stayed,asia pacific,Cash,172-405-8330,employee_1835@company.com
EMP01836,Employee_1836,46,male,finance,consultant,BACHELOR,2019/12/19,$72074,13,4,3,40,No,europe,Check,794 535 4359,employee_1836@company.com
EMP01837,Employee_1837,,FEMALE,Marketing,Consultant,HighSchool,06-12-2022,53397,17,3,4,62,Left,europe,Direct Deposit,890-420-8272,employee_1837@company.com
EMP01838,Employee_1838,50,male,Sales,V.P,bachelor,2015/05/31,25000,6,3,3,76,No,NA,wire transfer,913.729.6375,employee_1838@company.com
EMP01839,Employee_1839,38,female,finance,Snr Analyst,PHD,13-Jul-2014,57.5k,4,2,5,54,Y,North America,Cash,(382) 407-1096,employee_1839@company.com
EMP01840,Employee_1840,37,FEMALE,FINANCE,Snr Analyst,HS,10-Aug-2017,"78,026",7,3,5,50,Yes,EUR,Wire Transfer,396-495-8354,employee_1840@company.com
EMP01841,Employee_1841,46,Female,finance,VP,associate,04-15-2017,$46599,20,2,1,53,YES,Europe,wire transfer,818-270-9710,employee_1841@company.com
EMP01842,Employee_1842,28,fmale,LEGAL,director,Assoc Degree,05-16-2010,$36251,14,1,1,42,yes,ME,Check,288.834.5169,employee_1842@company.com
EMP01843,Employee_1843,60,fmale,engineering,DIR,PHD,2018/07/31,$61924,24,4,1,52,yes,APAC,CHK,343.950.1575,employee_1843@company.com
EMP01844,Employee_1844,32,M,FINANCE,V.P,Bachelor,10-04-2015,73377,,4,3,71,yes,N. America,check,214 581 6402,employee_1844@company.com
EMP01845,Employee_1845,47,fmale,finance,Analyst,Bachelors,2014/02/14,"25,000",12,5,2,79,YES,latin america,Wire Transfer,(348) 370-2479,employee_1845@company.com
EMP01846,Employee_1846,28,fmale,sales,MGR,phd,13-Jul-2020,98.9k,18,2,1,65,yes,EUR,check,556 697 7513,employee_1846@company.com
EMP01847,Employee_1847,45,Female,engineering,Director,Associate,05/04/2021,"33,772",1,5,1,72,Stayed,LATAM,cash,808 811 5683,employee_1847@company.com
EMP01848,Employee_1848,24,FEMALE,SALES,Snr Analyst,MASTER,10-24-2020,$54430,4,4,5,36,Y,Latin America,direct deposit,578.172.3675,employee_1848@company.com
EMP01849,Employee_1849,53,male,HR,ANALYST,bachelor,10-24-2020,$94532,4,5,2,66,NO,Europe,CASH,670 709 7847,employee_1849@company.com
EMP01850,Employee_1850,21,fmale,Ops,assoc,master,2016-04-15,68134,5,1,3,49,Yes,ME,Wire Transfer,(609) 446-5189,employee_1850@company.com
EMP01851,Employee_1851,39,female,Engineering,V.P,PHD,29/04/2014,92402,15,5,2,45,yes,ME,CASH,445.778.7530,employee_1851@company.com
EMP01852,Employee_1852,51,Male,HR,Lead,Associate,2023-06-13,103842,1,1,5,39,No,Apac,direct deposit,734-876-6058,employee_1852@company.com
EMP01853,Employee_1853,36,fmale,,Manager,Assoc Degree,08/01/2011,28508,4,4,3,76,Y,asia pacific,DD,(928) 375-3804,employee_1853@company.com
EMP01854,Employee_1854,34,fmale,MARKETING,assoc,bachelor,2013/11/25,$87551,14,3,4,63,yes,north america,direct deposit,862.420.8203,employee_1854@company.com
EMP01855,Employee_1855,25,Male,I.T,Senior Analyst,high school,05-Feb-2016,"98,137",0,2,1,54,Yes,LATAM,DD,261.336.7492,
EMP01856,Employee_1856,61,F,Mktg,Sr Manager,high school,02-Jun-2017,55605,18,5,3,54,Stayed,Latin America,cash,800.315.1029,employee_1856@company.com
EMP01857,Employee_1857,46,M,Ops,Lead,HS,09-22-2018,"57,595",2,1,5,52,yes,Apac,Check,853 107 3102,employee_1857@company.com
EMP01858,Employee_1858,48,FEMALE,I.T,Associate,Bachelors,06-15-2015,$25000,18,4,2,46,No,Mid East,CHK,206 484 3308,employee_1858@company.com
EMP01859,Employee_1859,22,Male,Engg,ANALYST,associate,30/06/2015,84.5k,,4,3,51,Y,europe,wire transfer,(493) 266-4956,employee_1859@company.com
EMP01860,Employee_1860,26,male,engineering,Manager,bachelor,2023/11/11,$25000,2,3,5,38,no,latin america,Direct Deposit,(502) 231-1753,employee_1860@company.com
EMP01861,Employee_1861,29,FEMALE,Marketing,manager,P.H.D,2022-03-26,89220,7,4,3,53,YES,north america,Cash,956-547-8934,employee_1861@company.com
EMP01862,Employee_1862,53,Male,Ops,Lead,PhD,21/04/2021,"29,558",14,4,1,57,Yes,north america,check,551 855 6244,employee_1862@company.com
EMP01863,Employee_1863,61,fmale,H.R,V.P,Bachelor,09-26-2018,$99767,0,3,2,61,Stayed,Europe,direct deposit,702.257.2532,employee_1863@company.com
EMP01864,Employee_1864,45,fm,Hr,Sr Manager,HighSchool,2021-07-15,74.9k,5,4,2,76,yes,ME,wire transfer,911 902 2408,employee_1864@company.com
EMP01865,Employee_1865,33,M,legal,INT,High School,11-12-2020,90224,21,1,3,79,Left,EUR,check,503-671-4648,employee_1865@company.com
EMP01866,Employee_1866,29,M,OPERATIONS,intern,BACHELOR,2010-07-21,44.7k,16,5,5,48,N,asia pacific,cash,813 354 8364,employee_1866@company.com
EMP01867,Employee_1867,33,MALE,Engineering,INT,MASTER,10-Jan-2014,$31664,15,5,1,38,NO,Latin America,Wire Transfer,(885) 322-7030,employee_1867@company.com
EMP01868,Employee_1868,51,fmale,HR,Snr Analyst,MASTER,20/05/2010,"25,000",12,1,1,38,Y,ME,CHK,203 457 3694,employee_1868@company.com
EMP01869,Employee_1869,61,female,Hr,vp,Bachelors,2015-07-04,"92,280",0,5,3,58,NO,europe,CHK,,employee_1869@company.com
EMP01870,Employee_1870,31,FEMALE,Finance,VP,BACHELOR,20/06/2012,81.6k,2,4,4,57,YES,Latin America,Direct Deposit,558.715.3351,employee_1870@company.com
EMP01871,Employee_1871,24,Male,Legal,Consultant,Master,11-11-2022,$82460,23,5,3,70,Yes,ME,Check,,employee_1871@company.com
EMP01872,Employee_1872,54,,Legal,director,MASTER,17/12/2018,$72286,5,,1,45,Left,LATAM,cash,(343) 156-7197,employee_1872@company.com
EMP01873,Employee_1873,58,fmale,Legal,INT,PhD,31/01/2015,78597,19,4,2,67,Stayed,ME,Cash,375-658-5172,employee_1873@company.com
EMP01874,Employee_1874,24,MALE,I.T,analyst,master,04-03-2016,"57,708",20,5,3,72,Left,ME,wire transfer,563.564.4924,employee_1874@company.com
EMP01875,Employee_1875,,fmale,engineering,Assoc,Master,10-06-2022,74258,2,4,3,39,NO,latin america,DD,565 627 1864,employee_1875@company.com
EMP01876,Employee_1876,39,Male,OPERATIONS,Consultant,phd,01-Oct-2020,"43,579",14,3,2,61,no,N. America,DD,281 728 6297,employee_1876@company.com
EMP01877,Employee_1877,26,FEMALE,it,VP,HighSchool,2019-07-28,56432,14,3,3,71,yes,middle east,cash,633-123-1762,employee_1877@company.com
EMP01878,Employee_1878,54,Female,FINANCE,consultant,MASTER,2019-10-14,"141,083",10,5,5,,Yes,europe,CHK,,employee_1878@company.com
EMP01879,Employee_1879,38,fm,Engineering,director,phd,14/03/2011,65973,,3,2,65,Left,NA,DD,858-416-9452,employee_1879@company.com
EMP01880,Employee_1880,33,FEMALE,MARKETING,Lead,master,08-06-2012,25000,5,5,2,46,NO,Mid East,direct deposit,(787) 167-4169,employee_1880@company.com
EMP01881,Employee_1881,61,Male,engineering,Assoc,high school,2012/04/20,54.8k,5,3,2,40,Stayed,Apac,Check,884.971.3420,employee_1881@company.com
EMP01882,Employee_1882,43,FEMALE,Finance,lead,PhD,09-04-2015,$38562,8,5,1,46,Y,ME,Wire,207-636-8616,employee_1882@company.com
EMP01883,Employee_1883,39,Male,Hr,Intern,high school,2020-05-18,$68980,13,2,3,48,No,,Cash,584-438-2255,employee_1883@company.com
EMP01884,Employee_1884,31,Female,Mktg,Associate,high school,2018/07/03,42.8k,10,1,4,56,YES,ME,CASH,878.681.9548,employee_1884@company.com
EMP01885,Employee_1885,21,female,,DIR,associate,2018-01-10,59.7k,23,3,3,45,no,Apac,direct deposit,508 137 4411,employee_1885@company.com
EMP01886,Employee_1886,44,F,Operations,consultant,master,25/12/2023,"46,504",5,4,3,74,No,EUR,Wire Transfer,846 722 8613,employee_1886@company.com
EMP01887,Employee_1887,27,Male,SALES,DIR,PHD,2020/05/16,$69930,17,1,1,73,NO,ME,direct deposit,(948) 720-2747,
EMP01888,Employee_1888,45,Female,Marketing,,Master,27-May-2010,$49315,,5,5,72,Yes,Asia Pacific,Wire Transfer,,employee_1888@company.com
EMP01889,Employee_1889,41,M,Engg,director,Bachelors,2023-03-26,73.9k,14,1,5,47,YES,APAC,DD,336.964.8085,employee_1889@company.com
EMP01890,Employee_1890,35,fm,Engineering,DIR,PHD,09-01-2015,"113,715",21,4,1,40,N,Apac,CHK,887 712 7554,employee_1890@company.com
EMP01891,Employee_1891,21,Male,legal,consultant,Bachelors,02-Jan-2017,,8,4,1,54,Y,north america,Wire,360-138-4335,employee_1891@company.com
EMP01892,Employee_1892,na,M,I.T,manager,P.H.D,2012-01-12,83096,10,5,1,36,YES,NA,CHK,(304) 598-3507,employee_1892@company.com
EMP01893,Employee_1893,27,female,Engg,manager,Associate,2021-11-28,25.0k,1,3,3,45,NO,APAC,wire transfer,626 709 6683,employee_1893@company.com
EMP01894,Employee_1894,35,FEMALE,Ops,Sr Manager,associate,2011-10-30,59181,5,3,1,42,NO,asia pacific,Wire Transfer,458-615-8814,employee_1894@company.com
EMP01895,Employee_1895,41,MALE,Finance,Consultant,HS,27/05/2023,70.7k,22,2,4,64,yes,Latin America,wire transfer,(983) 202-6112,employee_1895@company.com
EMP01896,Employee_1896,39,MALE,Finance,Manager,high school,2019/04/01,,13,4,2,61,Y,NA,Check,(573) 785-9249,employee_1896@company.com
EMP01897,Employee_1897,49,female,sales,Snr Analyst,High School,06-30-2023,25000,13,2,5,38,no,Asia Pacific,wire transfer,561 314 3906,employee_1897@company.com
EMP01898,Employee_1898,45,Male,Operations,lead,PhD,,64.0k,23,4,4,41,Y,North America,Cash,690-443-3073,employee_1898@company.com
EMP01899,Employee_1899,53,female,Ops,V.P,Bachelor,2022/10/15,103.3k,12,2,5,58,yes,Europe,Check,406 933 4911,employee_1899@company.com
EMP01900,Employee_1900,52,female,Mktg,DIR,Bachelors,2010-04-24,61339,24,3,3,66,Y,ME,wire transfer,(962) 305-1563,employee_1900@company.com
EMP01901,Employee_1901,55,Male,finance,Director,MASTER,12-27-2016,79.0k,4,4,3,53,Stayed,LATAM,check,314.398.4638,employee_1901@company.com
EMP01902,Employee_1902,58,,SALES,VP,High School,12/05/2015,$93172,8,3,1,76,N,Asia Pacific,wire transfer,730.742.3540,employee_1902@company.com
EMP01903,Employee_1903,46,FEMALE,Engineering,Lead,Masters,2020-07-02,126787,24,1,5,69,YES,LATAM,CASH,842.566.5981,employee_1903@company.com
EMP01904,Employee_1904,31,MALE,FINANCE,Intern,Bachelor,12-13-2013,38.7k,10,3,3,76,NO,N. America,wire transfer,(853) 759-2714,employee_1904@company.com
EMP01905,Employee_1905,55,MALE,SALES,analyst,Masters,23/06/2023,41272,6,4,3,37,Yes,EUR,DD,313-350-1670,employee_1905@company.com
EMP01906,Employee_1906,28,F,,Manager,BACHELOR,13-May-2015,"57,694",1,1,5,52,Left,Latin America,wire transfer,343-672-5034,employee_1906@company.com
EMP01907,Employee_1907,34,F,Ops,vp,P.H.D,2019/10/15,$80386,23,2,3,71,no,North America,check,343-131-7925,employee_1907@company.com
EMP01908,Employee_1908,30,F,Finance,consultant,,12-Jun-2010,25000,11,5,1,56,NO,middle east,CHK,101-168-3450,employee_1908@company.com
EMP01909,Employee_1909,22,MALE,engineering,VP,phd,26/10/2015,--,4,,3,67,YES,APAC,direct deposit,600-938-2859,employee_1909@company.com
EMP01910,Employee_1910,29,fmale,Finance,V.P,Associate,2018-08-19,$68707,23,5,4,72,Yes,asia pacific,Direct Deposit,(173) 533-2557,employee_1910@company.com
EMP01911,Employee_1911,23,Male,MARKETING,Senior Manager,BACHELOR,18-Feb-2016,51.7k,1,5,4,73,YES,North America,Check,514-960-8081,employee_1911@company.com
EMP01912,Employee_1912,41,MALE,MARKETING,VP,phd,2019/06/24,75638,13,1,1,68,Stayed,N. America,CASH,(979) 375-2516,employee_1912@company.com
EMP01913,Employee_1913,46,male,Mktg,intern,MASTER,19/08/2010,$87241,6,2,4,57,YES,latin america,DD,649-543-9303,employee_1913@company.com
EMP01914,Employee_1914,28,fm,legal,vp,PHD,09-12-2023,"90,701",4,3,3,69,Stayed,Asia Pacific,Direct Deposit,(666) 721-1512,employee_1914@company.com
EMP01915,Employee_1915,22,Female,LEGAL,VP,Associate,08-03-2017,$65369,3,1,4,63,Stayed,europe,Direct Deposit,(422) 466-8135,employee_1915@company.com
EMP01916,Employee_1916,26,fm,sales,Manager,BACHELOR,15-Sep-2014,73.2k,9,2,4,36,Y,NA,Wire Transfer,969 829 3942,employee_1916@company.com
EMP01917,Employee_1917,48,Male,IT,Snr Analyst,high school,2014/04/08,72208,15,3,3,48,yes,NA,direct deposit,583.464.9378,employee_1917@company.com
EMP01918,Employee_1918,49,,Engg,Intern,Masters,2013/06/24,$95780,5,3,5,78,YES,north america,check,202.238.5956,employee_1918@company.com
EMP01919,Employee_1919,46,fm,I.T,Senior Analyst,associate,2022-02-05,"74,530",20,2,1,42,NO,Apac,wire transfer,(962) 903-3070,employee_1919@company.com
EMP01920,Employee_1920,45,,Operations,Senior Manager,Associate,12/10/2015,81131,5,3,5,35,no,Latin America,cash,113-291-5855,employee_1920@company.com
EMP01921,Employee_1921,32,fm,,assoc,P.H.D,2020/07/02,87317,8,4,5,62,yes,europe,wire transfer,(714) 227-4288,employee_1921@company.com
EMP01922,Employee_1922,25,F,H.R,Consult,HS,2015/01/26,114.0k,0,4,4,37,yes,asia pacific,CHK,195 881 6655,employee_1922@company.com
EMP01923,Employee_1923,54,fm,Engineering,INT,High School,02/05/2018,"50,355",15,1,2,41,Stayed,Mid East,Check,621.524.5585,employee_1923@company.com
EMP01924,Employee_1924,57,male,Engineering,Senior Manager,Masters,2021/07/28,"105,643",16,3,5,68,No,europe,DD,485 746 7426,employee_1924@company.com
EMP01925,Employee_1925,35,fmale,I.T,Lead,PhD,02-04-2010,$126777,12,3,3,66,Y,North America,Check,(334) 332-7164,employee_1925@company.com
EMP01926,Employee_1926,56,female,HR,V.P,Assoc Degree,14-Jul-2020,51949,5,2,3,43,Left,Mid East,CHK,(132) 171-4691,employee_1926@company.com
EMP01927,Employee_1927,35,Male,FINANCE,Assoc,Masters,2021-03-21,59580,1,4,3,69,Yes,ME,wire transfer,(636) 267-6349,employee_1927@company.com
EMP01928,Employee_1928,43,Female,Marketing,Manager,BACHELOR,2019/01/27,54289,7,5,2,53,N,,Wire,(589) 801-4331,
EMP01929,Employee_1929,26,FEMALE,sales,Sr Manager,PHD,05-18-2019,81.4k,22,1,2,49,Stayed,N. America,Check,(945) 200-2389,employee_1929@company.com
EMP01930,Employee_1930,41,MALE,legal,lead,PHD,07-12-2021,25.0k,21,4,1,65,YES,ME,wire transfer,577.525.9658,employee_1930@company.com
EMP01931,Employee_1931,43,FEMALE,Marketing,assoc,phd,2018/11/20,52513,3,2,2,50,N,latin america,DD,311 503 6162,employee_1931@company.com
EMP01932,Employee_1932,36,male,Sales,Director,MASTER,30-Oct-2013,58159,8,1,,71,Y,europe,Direct Deposit,514.621.7088,employee_1932@company.com
EMP01933,Employee_1933,35,Male,finance,vp,bachelor,2015-10-03,55973,,5,3,41,no,ME,wire transfer,971-507-8392,employee_1933@company.com
EMP01934,Employee_1934,45,Female,OPERATIONS,ANALYST,PhD,2022-08-23,$55721,6,1,2,69,Left,asia pacific,CASH,(479) 953-3365,employee_1934@company.com
EMP01935,Employee_1935,56,F,Hr,MGR,HS,2012/06/02,"52,769",20,4,4,63,Yes,N. America,CASH,731 825 6268,employee_1935@company.com
EMP01936,Employee_1936,31,FEMALE,IT,lead,MASTER,2011/04/26,84.4k,0,5,4,36,NO,EUR,CASH,(670) 454-9264,employee_1936@company.com
EMP01937,Employee_1937,35,fmale,OPERATIONS,vp,MASTER,04/08/2012,"78,456",,2,4,68,Stayed,LATAM,cash,721.662.7662,employee_1937@company.com
EMP01938,Employee_1938,24,fm,it,MGR,HighSchool,04-Jun-2012,107.6k,1,1,2,69,Left,europe,Wire,835 994 5869,employee_1938@company.com
EMP01939,Employee_1939,41,fm,sales,INT,HighSchool,,"84,498",7,4,2,,NO,N. America,CASH,437.925.9052,employee_1939@company.com
EMP01940,Employee_1940,,MALE,finance,DIR,Master,2015-02-25,"37,560",10,2,2,46,N,Europe,CASH,431-703-4606,employee_1940@company.com
EMP01941,Employee_1941,42,Female,FINANCE,vp,master,08-30-2011,,4,5,4,35,No,Middle East,cash,888 788 2834,employee_1941@company.com
EMP01942,Employee_1942,39,MALE,Marketing,,high school,13-Mar-2010,58.1k,17,1,3,63,Y,,Wire Transfer,593-380-6894,employee_1942@company.com
EMP01943,Employee_1943,54,male,MARKETING,MGR,Masters,2019-05-05,71.4k,11,3,5,35,,APAC,Direct Deposit,559-449-3244,employee_1943@company.com
EMP01944,Employee_1944,34,M,H.R,Consult,,2017/02/03,92.3k,20,4,3,35,Left,Asia Pacific,direct deposit,258.386.9662,employee_1944@company.com
EMP01945,Employee_1945,24,Female,Engg,Assoc,bachelor,2020/01/25,69.6k,23,,2,49,No,Middle East,direct deposit,866.382.8484,employee_1945@company.com
EMP01946,Employee_1946,47,Female,sales,ANALYST,P.H.D,03-08-2012,"69,712",19,3,5,37,Left,Europe,check,188.465.6520,employee_1946@company.com
EMP01947,Employee_1947,49,FEMALE,H.R,manager,bachelor,23-Apr-2013,65251,18,2,5,48,N,Asia Pacific,Direct Deposit,542.373.4078,employee_1947@company.com
EMP01948,Employee_1948,48,female,Sales,DIR,high school,05-19-2013,85.3k,4,4,3,44,,middle east,wire transfer,,employee_1948@company.com
EMP01949,Employee_1949,55,F,Ops,assoc,Bachelors,2020-03-10,,6,2,4,37,NO,north america,cash,677.628.6223,employee_1949@company.com
EMP01950,Employee_1950,28,MALE,ENGINEERING,Manager,Bachelors,2015-03-02,28.6k,1,5,1,54,,EUR,cash,113-983-2226,employee_1950@company.com
EMP01951,Employee_1951,36,male,Marketing,Lead,P.H.D,11-14-2010,"81,114",16,3,4,70,No,Mid East,DD,(962) 684-9541,employee_1951@company.com
EMP01952,Employee_1952,56,M,H.R,Lead,,01-05-2016,$74379,12,2,4,61,Y,north america,cash,212-746-9679,employee_1952@company.com
EMP01953,Employee_1953,50,F,Marketing,INT,Bachelors,25-Mar-2019,$98085,10,5,5,70,N,Latin America,Cash,(687) 313-4627,employee_1953@company.com
EMP01954,Employee_1954,38,fm,Marketing,ANALYST,P.H.D,15/12/2020,25.0k,4,1,2,45,NO,north america,CHK,996-212-5488,employee_1954@company.com
EMP01955,Employee_1955,22,F,Legal,manager,Masters,2011/12/02,"62,491",12,4,2,37,Y,North America,direct deposit,432.206.1547,employee_1955@company.com
EMP01956,Employee_1956,33,fmale,it,,associate,24/04/2010,"67,668",22,3,5,58,no,ME,Cash,679-118-9211,employee_1956@company.com
EMP01957,Employee_1957,24,male,LEGAL,assoc,BACHELOR,04/10/2020,"27,228",12,1,4,73,Y,Europe,Wire,241 947 5767,employee_1957@company.com
EMP01958,Employee_1958,46,FEMALE,Legal,director,high school,22-Feb-2011,62.8k,7,1,3,44,yes,EUR,wire transfer,640.699.6978,employee_1958@company.com
EMP01959,Employee_1959,45,M,HR,manager,BACHELOR,05-24-2023,94.7k,10,1,1,60,N,latin america,Direct Deposit,822.937.7072,employee_1959@company.com
EMP01960,Employee_1960,50,MALE,Marketing,lead,PhD,2020/07/19,"117,153",7,2,4,66,No,latin america,direct deposit,208-604-7390,employee_1960@company.com
EMP01961,Employee_1961,31,Male,Engg,Senior Manager,high school,04-21-2013,89560,9,4,4,42,N,asia pacific,Check,(553) 692-7818,employee_1961@company.com
EMP01962,Employee_1962,,fm,legal,Sr Manager,associate,2010-05-04,$56888,24,3,1,47,No,asia pacific,CHK,633 513 5320,employee_1962@company.com
EMP01963,Employee_1963,,MALE,Finance,Snr Analyst,PhD,,96.5k,10,4,3,37,Yes,N. America,CHK,330 741 9829,employee_1963@company.com
EMP01964,Employee_1964,30,F,H.R,ANALYST,high school,05-12-2012,87.8k,,4,1,49,No,europe,Direct Deposit,(768) 112-2605,employee_1964@company.com
EMP01965,Employee_1965,59,Male,Hr,lead,High School,08-Sep-2018,52.9k,6,4,5,55,Yes,asia pacific,Wire Transfer,156-643-2994,employee_1965@company.com
EMP01966,Employee_1966,33,Male,Engg,Intern,BACHELOR,2018/07/04,"50,455",7,5,1,76,YES,Mid East,wire transfer,(677) 589-6408,employee_1966@company.com
EMP01967,Employee_1967,51,male,IT,consultant,Bachelor,10/02/2018,"60,787",5,5,1,63,yes,asia pacific,Cash,230 778 5535,
EMP01968,Employee_1968,27,FEMALE,Mktg,,HS,05-03-2012,"38,729",13,5,4,61,N,north america,check,191 699 5674,employee_1968@company.com
EMP01969,Employee_1969,56,Male,legal,Sr Manager,associate,21-Jan-2020,$57230,19,5,4,64,No,asia pacific,CASH,186.348.4356,employee_1969@company.com
EMP01970,Employee_1970,40,M,it,manager,PHD,11/01/2020,"77,169",6,4,2,48,no,Apac,direct deposit,558.636.2534,employee_1970@company.com
EMP01971,Employee_1971,24,fmale,Sales,VP,phd,2012-05-12,$90963,2,4,1,75,yes,latin america,direct deposit,(353) 670-4918,employee_1971@company.com
EMP01972,Employee_1972,27,M,HR,consultant,master,2013-04-16,55529,1,3,5,49,N,NA,Wire,826 352 7363,employee_1972@company.com
EMP01973,Employee_1973,21,fm,sales,Consult,phd,10-01-2019,"99,711",21,3,2,76,N,EUR,CHK,508 604 4150,employee_1973@company.com
EMP01974,Employee_1974,33,MALE,Hr,Sr Manager,associate,,81.3k,17,3,1,78,Yes,North America,DD,352-773-7246,employee_1974@company.com
EMP01975,Employee_1975,42,M,Operations,consultant,Masters,05-Jan-2022,82391,21,3,4,48,Y,NA,cash,(798) 123-4391,employee_1975@company.com
EMP01976,Employee_1976,41,M,Hr,,Assoc Degree,17/02/2012,Confidential,2,3,5,59,no,EUR,Direct Deposit,289.960.5782,employee_1976@company.com
EMP01977,Employee_1977,42,Male,OPERATIONS,Analyst,P.H.D,2021/03/21,"110,194",13,5,3,61,YES,N. America,Check,995 387 7327,employee_1977@company.com
EMP01978,Employee_1978,48,male,legal,lead,Bachelor,2015/11/18,78834,17,4,2,78,Y,Mid East,cash,(935) 668-1298,employee_1978@company.com
EMP01979,Employee_1979,,FEMALE,Engineering,Senior Manager,high school,11-22-2010,56.7k,12,3,4,36,no,LATAM,Wire Transfer,(457) 909-4337,employee_1979@company.com
EMP01980,Employee_1980,46,fm,Legal,Intern,HighSchool,10-09-2012,52.3k,7,2,3,51,Left,north america,wire transfer,607.462.2852,employee_1980@company.com
EMP01981,Employee_1981,29,male,Mktg,intern,Masters,2018/09/15,57239,3,3,1,49,Left,north america,wire transfer,838.602.6707,employee_1981@company.com
EMP01982,Employee_1982,,female,,director,,03-31-2019,39.5k,14,3,5,61,Left,europe,CHK,(389) 903-7629,employee_1982@company.com
EMP01983,Employee_1983,30,Female,,Senior Manager,High School,2023-02-27,$89708,11,4,4,44,YES,Latin America,check,587 376 6531,employee_1983@company.com
EMP01984,Employee_1984,44,female,Hr,analyst,master,2014-08-28,"42,102",13,5,4,77,NO,Asia Pacific,CHK,757-937-6210,employee_1984@company.com
EMP01985,Employee_1985,28,FEMALE,Ops,Consultant,master,19/10/2019,72246,19,1,5,43,Yes,N. America,Wire,226-382-5533,employee_1985@company.com
EMP01986,Employee_1986,44,fm,finance,Associate,PHD,03/03/2019,53752,6,4,4,37,Yes,Asia Pacific,Cash,(497) 714-6946,employee_1986@company.com
EMP01987,Employee_1987,36,fm,H.R,Consult,phd,12-28-2019,"81,770",23,5,4,58,Y,europe,Check,777.408.5818,employee_1987@company.com
EMP01988,Employee_1988,46,male,Mktg,Lead,BACHELOR,16/06/2015,85168,11,2,1,35,Left,Mid East,Check,815 277 7849,employee_1988@company.com
EMP01989,Employee_1989,47,fmale,finance,Senior Analyst,high school,17/04/2013,$48902,8,1,2,72,Stayed,Asia Pacific,direct deposit,(381) 719-9740,employee_1989@company.com
EMP01990,Employee_1990,57,fm,SALES,intern,HighSchool,,"64,153",9,5,3,40,N,N. America,direct deposit,(322) 184-2414,employee_1990@company.com
EMP01991,Employee_1991,24,female,Mktg,Intern,Master,03-26-2016,$28915,7,5,5,39,NO,ME,Wire,768-271-7872,employee_1991@company.com
EMP01992,Employee_1992,44,fmale,IT,Consult,PhD,07-11-2019,107514,19,4,3,38,Stayed,middle east,CHK,(427) 351-6372,employee_1992@company.com
EMP01993,Employee_1993,39,fm,Marketing,Senior Manager,Assoc Degree,30/07/2011,"91,700",1,5,5,37,No,Mid East,Check,419 526 1315,employee_1993@company.com
EMP01994,Employee_1994,56,fm,Operations,Assoc,Bachelor,03-09-2017,"30,112",15,3,5,79,YES,ME,Wire,658 631 4523,employee_1994@company.com
EMP01995,Employee_1995,59,Female,,Consultant,Bachelors,09-13-2016,$43327,20,5,4,64,yes,NA,Direct Deposit,(713) 514-7814,employee_1995@company.com
EMP01996,Employee_1996,30,FEMALE,Mktg,Director,High School,2016/04/13,61630,22,1,1,70,Yes,north america,Cash,451 510 4917,employee_1996@company.com
EMP01997,Employee_1997,45,fmale,engineering,V.P,HS,15/09/2012,65969,17,,5,57,Yes,Europe,check,169-271-4500,employee_1997@company.com
EMP01998,Employee_1998,38,fmale,legal,manager,HS,05-21-2022,,19,2,3,41,Left,Middle East,Cash,233.334.1852,employee_1998@company.com
EMP01999,Employee_1999,39,MALE,Sales,Snr Analyst,HS,2013-02-03,--,21,3,2,66,No,Apac,wire transfer,907.347.9320,employee_1999@company.com
EMP02000,Employee_2000,56,fmale,engineering,Lead,High School,03-Jan-2013,$74876,23,1,3,77,Yes,north america,wire transfer,637-191-5393,employee_2000@company.com
EMP02001,Employee_2001,30,female,Engineering,DIR,high school,2015/10/05,108487,9,1,1,44,yes,Asia Pacific,wire transfer,479 244 5968,employee_2001@company.com
